Average User Rating,User Rating Count,Price,Primary Genre,Genres,,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
4,114,0,Games,"Games, Entertainment, Strategy, Role Playing",,,,,,,,,,,,,
3.5,44,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,179.99,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
4.5,27120,0,Games,"Games, Strategy, Sports, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,11.99,Games,"Games, Strategy, Simulation, Travel",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Trivia",,,,,,,,,,,,,
4.5,63,4.99,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4.5,8,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
5,26,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
3,103,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0.99,Games,"Games, Productivity, Strategy, Board",,,,,,,,,,,,,
2.5,6,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Puzzle, Strategy",,,,,,,,,,,,,
5,8,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,1.99,Games,"Games, Family, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,2.99,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
2.5,6,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
4.5,11069,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
4,28,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
5,27,0,Games,"Games, Entertainment, Adventure, Strategy",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4.5,68,2.99,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,2.99,Games,"Games, Strategy, Action",,,,,,,,,,,,,
4,55,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
4,33,0,Games,"Games, Strategy, Entertainment, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Casual, Strategy",,,,,,,,,,,,,
3,423,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
5,9,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0.99,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,1.99,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
4.5,120,4.99,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
,,1.99,Games,"Games, Entertainment, Strategy",,,,,,,,,,,,,
3.5,239,0.99,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,179.99,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
4,19,9.99,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,179.99,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
5,19,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,7,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Family, Utilities",,,,,,,,,,,,,
4.5,3343,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
2,13,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
4.5,51,0,Games,"Games, Strategy, Entertainment, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Sports, Sports",,,,,,,,,,,,,
,,2.99,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4.5,65,4.99,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
,,2.99,Reference,"Reference, Strategy, Games, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy",,,,,,,,,,,,,
3.5,358,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
4.5,129,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
4.5,24,0,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Entertainment, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Family",,,,,,,,,,,,,
4.5,970,0,Games,"Games, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Lifestyle, Strategy",,,,,,,,,,,,,
4,277,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
,,1.99,Games,"Games, Simulation, Strategy, Utilities",,,,,,,,,,,,,
,,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,2.99,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
5,23,0,Games,"Games, Strategy, Adventure, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
,,0,Education,"Education, Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
2,139,0,Games,"Games, Card, Entertainment, Strategy",,,,,,,,,,,,,
,,2.99,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Family, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4,21,8.99,Games,"Games, Card, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4.5,2181,0,Games,"Games, Role Playing, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Adventure, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Family, Strategy",,,,,,,,,,,,,
4.5,3711,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Adventure, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
5,46,0,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Card",,,,,,,,,,,,,
4,2644,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
5,7,0,Games,"Games, Strategy",,,,,,,,,,,,,
3.5,6,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,39,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Lifestyle, Strategy, Card",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Trivia, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy",,,,,,,,,,,,,
4.5,10241,3.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4.5,220,0,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
,,4.99,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy, Music",,,,,,,,,,,,,
4.5,11,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Card, Strategy, Entertainment",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,5,0,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
5,6,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
2,32,0,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
,,0.99,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
4.5,28,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
3.5,44,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Education",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Racing, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
2.5,5,0.99,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Action, Sports",,,,,,,,,,,,,
4.5,479,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Sports, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Productivity, Adventure, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
3,9,0.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
4,55,0,Games,"Games, Strategy, Word, Social Networking",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Role Playing, Entertainment",,,,,,,,,,,,,
1.5,6,0,Games,"Games, Word, Social Networking, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4,28,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
5,18,0,Games,"Games, Puzzle, Strategy, Productivity",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Sports, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
3.5,19,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Family, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Card, Entertainment, Strategy",,,,,,,,,,,,,
5,53,0,Games,"Games, Trivia, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0.99,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0.99,Stickers,"Stickers, Puzzle, Emoji & Expressions, Sports & Activities, Strategy, Games",,,,,,,,,,,,,
2,10,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Stickers,"Stickers, Sports & Activities, Strategy, Trivia, Games, Gaming",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy",,,,,,,,,,,,,
,,9.99,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
,,9.99,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
5,58786,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
5,84,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0.99,Stickers,"Stickers, Simulation, Games, Strategy, Comics & Cartoons, Emoji & Expressions",,,,,,,,,,,,,
,,0,Games,"Games, Utilities, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
4.5,12,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Casual, Strategy",,,,,,,,,,,,,
,,4.99,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
4.5,939,0,Games,"Games, Strategy, Racing",,,,,,,,,,,,,
2.5,10,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,3.99,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Travel, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
4.5,51,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
,,0.99,Games,"Games, Action, Strategy",,,,,,,,,,,,,
3.5,129,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
3.5,23,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0,Entertainment,"Entertainment, Strategy, Trivia, Games",,,,,,,,,,,,,
,,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Education",,,,,,,,,,,,,
3,81,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,20,0,Games,"Games, Sports, Entertainment, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
3.5,11,9.99,Games,"Games, Education, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Trivia",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy, Entertainment",,,,,,,,,,,,,
,,0.99,Entertainment,"Entertainment, Strategy, Games, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4,1213,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Education, Strategy",,,,,,,,,,,,,
,,0,Stickers,"Stickers, Emoji & Expressions, Comics & Cartoons, Games, Simulation, Strategy",,,,,,,,,,,,,
3,82,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,179.99,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy",,,,,,,,,,,,,
2,8,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
3.5,22,4.99,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Trivia, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Puzzle, Strategy, Education",,,,,,,,,,,,,
4.5,111,4.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
5,7,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
4.5,18935,0,Games,"Games, Casual, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4,143,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Word",,,,,,,,,,,,,
,,0,Games,"Games, Productivity, Puzzle, Strategy",,,,,,,,,,,,,
4.5,120,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy, Entertainment",,,,,,,,,,,,,
4.5,3543,0,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
4.5,101,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Travel, Simulation",,,,,,,,,,,,,
4.5,5,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0.99,Games,"Games, Word, Lifestyle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment",,,,,,,,,,,,,
4.5,18,0,Games,"Games, Entertainment, Strategy, Casual",,,,,,,,,,,,,
4,10,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
3.5,11,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Racing, Strategy",,,,,,,,,,,,,
5,6,0,Games,"Games, Board, Productivity, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Adventure, Entertainment",,,,,,,,,,,,,
4.5,15,0,Games,"Games, Puzzle, Strategy, Sports",,,,,,,,,,,,,
4.5,1026,0,Games,"Games, Business, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Finance, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Education",,,,,,,,,,,,,
4.5,28277,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Trivia",,,,,,,,,,,,,
3,30,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
5,34,0,Entertainment,"Entertainment, Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,1.99,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0.99,Stickers,"Stickers, Games, Strategy, Emoji & Expressions, Action, Animals & Nature",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Card",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
4,7,0,Games,"Games, Family, Strategy",,,,,,,,,,,,,
4,45,3.99,Games,"Games, Strategy, Card",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4.5,2315,0,Games,"Games, Strategy, Photo & Video, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Racing, Strategy",,,,,,,,,,,,,
4,33,0.99,Stickers,"Stickers, Strategy, Emoji & Expressions, Action, Gaming, Games",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
4,50,0,Games,"Games, Strategy, Entertainment, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Business",,,,,,,,,,,,,
5,6,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Education",,,,,,,,,,,,,
4,56,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Word, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Trivia",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
,,0,Utilities,"Utilities, Games, Music, Strategy",,,,,,,,,,,,,
,,2.99,Games,"Games, Entertainment, Strategy, Adventure",,,,,,,,,,,,,
,,2.99,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,2.99,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,2.99,Games,"Games, Strategy, Entertainment, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Action",,,,,,,,,,,,,
5,7,0,Games,"Games, Strategy",,,,,,,,,,,,,
3,6,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
4.5,6,0,Games,"Games, Card, Strategy",,,,,,,,,,,,,
4.5,46,0,Games,"Games, Strategy, Sports, Sports",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Entertainment, Trivia",,,,,,,,,,,,,
4,8,0,Games,"Games, Casual, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Education, Strategy, Music",,,,,,,,,,,,,
4.5,158,0,Games,"Games, Strategy, Entertainment, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
5,7,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
4.5,613,0,Games,"Games, Strategy, Role Playing, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4,11538,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
3.5,6,0,Games,"Games, Strategy, Card",,,,,,,,,,,,,
,,0,Games,"Games, Education, Puzzle, Strategy",,,,,,,,,,,,,
3.5,166,0,Games,"Games, Entertainment, Strategy, Board",,,,,,,,,,,,,
,,2.99,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4.5,4556,0,Games,"Games, Family, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Role Playing",,,,,,,,,,,,,
,,1.99,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
5,10,0,Games,"Games, Entertainment, Casual, Strategy",,,,,,,,,,,,,
4,16,16.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4.5,231877,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Sports",,,,,,,,,,,,,
,,2.99,Games,"Games, Sports, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
