Average User Rating,User Rating Count,Price,Primary Genre,Genres,,,,,,,,,,,,,
4.5,77,3.99,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
4.5,82,4.99,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
4.5,20,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Casual",,,,,,,,,,,,,
4,156,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
4,37,0,Games,"Games, Entertainment, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4.5,64,0,Games,"Games, Adventure, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
4.5,14,0,Games,"Games, Music, Strategy",,,,,,,,,,,,,
5,23,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
4.5,17,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
4,12,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
3.5,8,0,Education,"Education, Strategy, Family, Games",,,,,,,,,,,,,
4.5,32,0.99,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
3.5,94,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
5,9,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
3.5,26,0,Games,"Games, Strategy, Adventure, Entertainment",,,,,,,,,,,,,
4.5,125,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
3.5,22,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
4.5,478,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
4,11,0,Games,"Games, Entertainment, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
3,8,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
4.5,109,0,Games,"Games, Strategy, Entertainment, Card",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Lifestyle",,,,,,,,,,,,,
3.5,12,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4.5,47,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
4,98,0.99,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Casual",,,,,,,,,,,,,
,,0,Utilities,"Utilities, Strategy, Card, Games",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
4.5,6,1.99,Games,"Games, Strategy, Card",,,,,,,,,,,,,
4.5,6,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
4,6,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Racing, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
3.5,22,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Racing, Strategy, Entertainment",,,,,,,,,,,,,
4,248,0.99,Games,"Games, Strategy, Entertainment, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4.5,147,0,Games,"Games, Family, Strategy",,,,,,,,,,,,,
4.5,111,0,Games,"Games, Education, Puzzle, Strategy",,,,,,,,,,,,,
4.5,21934,0,Games,"Games, Strategy",,,,,,,,,,,,,
4,31,0,Games,"Games, Strategy, Food & Drink, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4,64,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Trivia, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Trivia, Strategy",,,,,,,,,,,,,
2,8,0,Games,"Games, Puzzle, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
4.5,6,0.99,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
3.5,10,0,Games,"Games, Sports, Strategy",,,,,,,,,,,,,
,,1.99,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
4.5,257,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education",,,,,,,,,,,,,
2,5,0,Games,"Games, Strategy, Education, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Lifestyle",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
4.5,259030,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
4,210,0,Games,"Games, Entertainment, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4,32,3.99,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
3.5,15,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
4.5,108,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Board, Education, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Racing, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4,12,1.99,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy, Navigation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Music",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy",,,,,,,,,,,,,
4.5,33,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4.5,288,0,Games,"Games, Card, Strategy",,,,,,,,,,,,,
4,45,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
2.5,33,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
3,22,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4.5,12,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
4,16,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Family, Strategy, Entertainment",,,,,,,,,,,,,
4,11,0,Games,"Games, Racing, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Family, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Family, Strategy",,,,,,,,,,,,,
3.5,5,0,Games,"Games, Entertainment, Strategy, Racing",,,,,,,,,,,,,
5,20,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4.5,5,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Family",,,,,,,,,,,,,
4,17,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4.5,1204,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,1.99,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
5,6,0,Entertainment,"Entertainment, Card, Strategy, Games",,,,,,,,,,,,,
4.5,116,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
4.5,28,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Card",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4.5,153052,0,Games,"Games, Role Playing, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
5,8,0,Games,"Games, Education, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,19,0,Games,"Games, Role Playing, Strategy, Education",,,,,,,,,,,,,
2,149,0,Games,"Games, Entertainment, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
5,1765,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Racing",,,,,,,,,,,,,
,,0,Education,"Education, Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Card, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Card, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
5,25,0,Games,"Games, Family, Strategy",,,,,,,,,,,,,
3,20,0,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Music, Strategy, Entertainment",,,,,,,,,,,,,
4.5,8,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Family",,,,,,,,,,,,,
4,11,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
2.5,25,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment",,,,,,,,,,,,,
4.5,155,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
4.5,1525,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
5,865,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
4.5,4112,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
5,10,5.99,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
,,0,Education,"Education, Games, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Education, Simulation, Strategy",,,,,,,,,,,,,
2,6,0,Games,"Games, Entertainment, Strategy, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4.5,3252,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
3.5,15,0,Games,"Games, Family, Sports, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4.5,161,0,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Card",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Education,"Education, Strategy, Games",,,,,,,,,,,,,
,,0,Education,"Education, Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
4.5,3616,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
4.5,34,0,Games,"Games, Entertainment, Adventure, Strategy",,,,,,,,,,,,,
4,14,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Education, Strategy, Puzzle",,,,,,,,,,,,,
3.5,19,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Education",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Family",,,,,,,,,,,,,
4.5,3528,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Family",,,,,,,,,,,,,
4.5,78006,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
4,139,1.99,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
4.5,59,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
4.5,16,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4,159,0,Education,"Education, Games, Strategy, Family",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4.5,12,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Entertainment, Family",,,,,,,,,,,,,
5,34,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
4.5,82,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
4.5,3751,0,Games,"Games, Role Playing, Social Networking, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4.5,634,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Word, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Casual",,,,,,,,,,,,,
,,0.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Family, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Racing, Strategy, Entertainment",,,,,,,,,,,,,
3.5,16,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4.5,182,0,Games,"Games, Education, Word, Strategy",,,,,,,,,,,,,
3.5,7,0,Games,"Games, Food & Drink, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4.5,37,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
4,229,2.99,Games,"Games, Strategy, Simulation, Education",,,,,,,,,,,,,
,,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Simulation, Lifestyle",,,,,,,,,,,,,
4.5,13,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4,1408,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Entertainment,"Entertainment, Games, Strategy, Board",,,,,,,,,,,,,
4,1091,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
4,8739,4.99,Games,"Games, Education, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Card, Utilities, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4,13,1.99,Games,"Games, Board, Education, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education",,,,,,,,,,,,,
4.5,133,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
5,162,0,Games,"Games, Strategy, Entertainment, Card",,,,,,,,,,,,,
4,28,0.99,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,16,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Family",,,,,,,,,,,,,
4,16,4.99,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
3.5,15,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
3,156,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
4.5,26,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
3.5,8,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Word",,,,,,,,,,,,,
4.5,438,4.99,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
5,8,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
5,5,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
4,9082,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
4.5,6,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education, Puzzle",,,,,,,,,,,,,
4,6,0,Games,"Games, Sports, Strategy, Sports",,,,,,,,,,,,,
4,6,0,Games,"Games, Sports, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Education, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Family",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,33,0,Games,"Games, Strategy, Adventure, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,1032,0,Games,"Games, Entertainment, Strategy, Casual",,,,,,,,,,,,,
4.5,50,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
4.5,21,0,Games,"Games, Board, Strategy, Education",,,,,,,,,,,,,
,,0.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4,200,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Education, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
3.5,8,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy",,,,,,,,,,,,,
4.5,162,0.99,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4,86,0,Games,"Games, Strategy, Entertainment, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4.5,67,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
4.5,196,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4,11,2.99,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
4,5,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Word, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Education, Puzzle, Strategy",,,,,,,,,,,,,
4,73,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,2.99,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,2.99,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
3,8,0,Games,"Games, Entertainment, Strategy, Racing",,,,,,,,,,,,,
5,10,0,Education,"Education, Games, Strategy",,,,,,,,,,,,,
4.5,7672,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
5,122,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
5,5,0,Games,"Games, Strategy, Racing",,,,,,,,,,,,,
,,0,Games,"Games, Card, Strategy, Entertainment",,,,,,,,,,,,,
3,149,1.99,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
4.5,7,0,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Productivity, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,14,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Education",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
4,8,0,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
3.5,23,0,Games,"Games, Card, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Card, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
4.5,19,0,Games,"Games, Card, Entertainment, Strategy",,,,,,,,,,,,,
4.5,17,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Card, Strategy, Entertainment",,,,,,,,,,,,,
4.5,36,4.99,Games,"Games, Entertainment, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Family, Entertainment",,,,,,,,,,,,,
4.5,11,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Sports, Sports",,,,,,,,,,,,,
4.5,36,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Education",,,,,,,,,,,,,
4.5,7,0,Games,"Games, Education, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Family, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Family, Strategy",,,,,,,,,,,,,
3.5,14,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
4,184,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Sports",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Photo & Video, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,12,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Utilities,"Utilities, Simulation, Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board, Education",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
4.5,13,1.99,Games,"Games, Family, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
,,0,Entertainment,"Entertainment, Games, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,24,2.99,Games,"Games, Strategy, Board, Education",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
,,0,Games,"Games, Sports, Strategy, Entertainment",,,,,,,,,,,,,
4.5,1242,0,Games,"Games, Card, Strategy, Entertainment",,,,,,,,,,,,,
2,9,9.99,Business,"Business, Strategy, Games",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Education",,,,,,,,,,,,,
4,638,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
3.5,757,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
4,16,0,Games,"Games, Adventure, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,56,0,Games,"Games, Strategy, Trivia",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Sports",,,,,,,,,,,,,
,,0,Sports,"Sports, Sports, Games, Strategy",,,,,,,,,,,,,
3,11,0,Entertainment,"Entertainment, Strategy, Casual, Games",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy",,,,,,,,,,,,,
4.5,9,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
3.5,32,0,Games,"Games, Strategy, Entertainment, Trivia",,,,,,,,,,,,,
4.5,55,0,Games,"Games, Strategy, Entertainment, Card",,,,,,,,,,,,,
4,17,0,Games,"Games, Entertainment, Strategy",,,,,,,,,,,,,
4.5,101,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4,31,3.99,Education,"Education, Games, Strategy",,,,,,,,,,,,,
5,6,0,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
4.5,25,0,Games,"Games, Entertainment, Strategy, Adventure",,,,,,,,,,,,,
3.5,48,3.99,Games,"Games, Strategy, Entertainment, Adventure",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,600,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
4,15,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
